episode,time,mean_reward,max_reward,min_reward,min_cost,min_index,converged,timestep_final,consumption,generation,loads,losses,actor_losses,critic_losses
140,0,-0.012853389,0.0118785035,-2.0,793.2224256607383,105,0,105,192.71611788270965,192.71611787592727,81.0-25.0-79.0-57.99999999999999-26.0,0.014111266,-0.03425967,0.09938197
141,0,-0.021890065,0.011834322,-1.0,840.4754042035632,102,0,124,192.64041307615133,192.640413068655,90.0-26.0-63.0-54.0-31.0,0.123999104,0.026084585,0.19857232
142,0,-0.012990141,0.011675771,-2.0,804.6981771416141,109,0,109,192.65045692694991,192.65045692020988,87.0-26.0-79.0-56.99999999999999-26.0,0.030895086,-0.015360073,0.09526255
143,0,-0.037111655,0.0118785035,-1.0,794.1861809944701,108,0,124,192.61508090172845,192.61508089416668,97.0-26.0-63.0-63.0-25.0,0.2255909,0.007675191,0.43866336
144,0,-0.013030048,0.011799097,-2.0,767.0962920242536,97,0,121,192.8296229656196,192.82962295784603,86.0-23.0-68.0-55.00000000000001-25.0,0.045414973,0.0010580396,0.09147339
145,0,-0.012810115,0.011567685,-2.0,789.5909693775532,72,0,72,193.3461737607894,193.34617375246592,60.0-23.0-73.0-39.0-22.0,0.0054515675,-0.059844017,0.13330743
146,0,-0.053700913,0.0118785035,-1.0,808.3864571154197,94,0,124,192.8190293821724,192.81902937402225,89.0-26.0-62.0-49.0-26.0,0.39321196,0.027476855,0.7341975
147,0,0.0019616412,0.011535723,-0.023584513,864.4859125927446,100,0,124,192.58327677913036,192.5832767721834,78.0-33.0-66.0-57.99999999999999-26.0,0.027827239,0.012738011,0.03289443
148,0,-0.053798456,0.0118785035,-1.0,839.1068708773497,80,0,124,193.0631197757784,193.06311976713877,74.0-25.0-56.99999999999999-44.0-30.0,0.38977447,0.0027461073,0.77667546
149,0,-0.069496945,0.011799097,-2.0,833.328294373092,79,0,112,193.1380517521888,193.13805174300418,84.0-26.0-57.99999999999999-31.0-28.000000000000004,0.5729856,0.048621695,1.0513939
150,0,-0.013123051,0.0118785035,-2.0,776.9796629802053,84,0,114,193.08220095002997,193.08220094129237,84.0-23.0-65.0-39.0-25.0,0.03981356,-0.012601877,0.107434265
151,0,-0.014240448,0.011754961,-2.0,860.4905926333798,62,0,101,193.49942794679052,193.49942793685943,66.0-28.000000000000004-54.0-28.000000000000004-25.0,0.009012031,-0.03937583,0.09926926
152,0,-0.07715985,0.011799097,-2.0,805.7852448646047,78,0,112,193.25566487985594,193.25566487028564,87.0-22.0-60.0-28.000000000000004-30.0,0.7018629,0.033976015,1.3382015
153,0,-0.0538238,0.011732855,-2.0,851.9360276391413,75,0,108,193.21038675865213,193.21038674935375,81.0-28.000000000000004-57.99999999999999-26.0-28.000000000000004,0.51722777,0.058555245,0.91991705
154,0,-0.079919554,0.011447474,-2.0,981.2906798131244,38,0,123,194.34831618882,194.34831617655686,47.0-23.0-36.0-22.0-34.0,0.77553904,0.020309824,1.5131265
155,0,-0.041357107,0.011474982,-1.0,1001.7135702332674,46,0,124,194.1227355961765,194.12273558335608,62.0-25.0-28.000000000000004-22.0-39.0,0.22159801,0.003386272,0.43907765
156,0,-0.033435,0.011396127,-1.0,992.1884826874001,58,0,124,193.55752434595345,193.55752433599696,60.0-28.000000000000004-44.0-23.0-39.0,0.15146373,0.0026399235,0.3004752
157,0,-0.049960777,0.011799097,-1.0,986.9704607950142,22,0,124,195.1117176802687,195.11171766520695,39.0-20.0-28.000000000000004-20.0-30.0,0.35461208,0.0034494589,0.7050138
158,0,-0.003649018,0.011706377,-0.023888262,987.1339027831168,34,0,124,194.5237441058158,194.52374409332174,42.0-23.0-36.0-22.0-33.0,0.05024833,0.022761727,0.057603616
159,0,-0.0019396144,0.01172585,-0.027573194,1013.1241285242758,19,0,124,195.17943193567567,195.17943192150446,30.0-22.0-31.0-22.0-28.000000000000004,0.032926925,0.01292289,0.042674795
160,0,-0.015048452,0.0118785035,-2.0,924.1406123149083,83,0,92,192.99910204032395,192.9991020324573,76.0-26.0-66.0-25.0-41.0,-0.069514446,-0.11765235,0.09876517
161,0,-0.070738025,0.0118785035,-2.0,875.2122535811449,67,0,111,193.42837129202098,193.42837128244747,73.0-26.0-57.99999999999999-20.0-31.0,0.6829618,0.03744404,1.2936143
162,0,-0.0020929985,0.0118785035,-0.022532372,978.0871919223441,15,0,124,195.36699430900762,195.36699429430618,28.000000000000004-20.0-34.0-20.0-23.0,0.027442645,0.007597359,0.042288613
163,0,-0.013677003,0.0118785035,-2.0,851.8782899888557,53,0,71,193.8228681044859,193.82286809383453,62.0-26.0-55.00000000000001-20.0-23.0,-0.10241517,-0.15996224,0.11765429
164,0,-0.07121198,0.0118785035,-2.0,894.4619462277042,55,0,117,193.69592105588856,193.69592104528198,62.0-28.000000000000004-47.0-26.0-26.0,0.60398847,0.0304521,1.1494541
165,0,-0.014043696,0.0118785035,-2.0,868.7421868993603,89,0,98,192.97789201027982,192.97789200185628,94.0-30.0-66.0-23.0-31.0,-0.036772963,-0.089876235,0.10861672
166,0,-0.013215155,0.011675771,-2.0,823.5808067796443,92,0,92,192.95989549932474,192.95989549127142,90.0-25.0-73.0-31.0-30.0,-0.10149616,-0.15010172,0.09964769
167,0,-0.0294097,0.011799097,-2.0,839.7819193481793,101,0,104,192.78038914992737,192.78038914227716,100.0-30.0-73.0-34.0-26.0,0.10887273,-0.048315454,0.31689113
168,0,-0.08695175,0.0118785035,-1.0,872.8342082823498,91,0,124,192.8340878770215,192.8340878690018,89.0-31.0-65.0-33.0-30.0,0.91014194,0.0036197498,1.8156117
169,0,-0.013376445,0.011821071,-2.0,837.1155654448575,93,0,93,192.89663680671325,192.8966367988742,89.0-26.0-73.0-33.0-30.0,-0.07129645,-0.12768687,0.11536745
170,0,-0.07065973,0.011719862,-1.0,883.1495552131012,102,0,124,192.65400804790002,192.6540080403127,98.0-33.0-66.0-38.0-30.0,0.49648073,0.007170132,0.981189
171,0,-0.08725517,0.0118785035,-1.0,922.4842434931576,84,0,124,192.8870332292362,192.8870332209562,81.0-31.0-56.99999999999999-33.0-34.0,0.72805214,0.018937975,1.4209113
172,0,-0.014058555,0.0118785035,-2.0,878.8573684740087,75,0,98,193.0938922194521,193.09389221114589,68.0-33.0-63.0-33.0-25.0,-0.16185774,-0.22456354,0.12821814
173,0,0.0011570631,0.0118785035,-0.02924488,914.0920356591829,108,0,124,192.44885137269176,192.44885136589718,92.0-39.0-70.0-49.0-25.0,0.024347834,-0.004398587,0.0602726
174,0,-0.10995932,0.0118785035,-1.0,823.1815867915859,81,0,124,193.09269726547927,193.09269725528742,92.0-26.0-44.0-44.0-25.0,0.83055997,0.012605369,1.6385795
175,0,-0.013379484,0.0118785035,-2.0,826.9048915385637,71,0,108,193.288967984327,193.28896797508887,71.0-26.0-57.99999999999999-34.0-25.0,-0.016714033,-0.08159526,0.13238452
176,0,-0.13334635,0.011799097,-1.0,782.9079861264826,86,0,124,193.0494167689936,193.04941675938713,95.0-23.0-54.0-42.0-25.0,1.4490371,0.014465698,2.871699
177,0,-0.18233828,0.0118785035,-1.0,855.1088139286837,78,0,124,193.18622000372372,193.18621999341542,92.0-26.0-46.0-33.0-30.0,1.8462201,-0.0015957355,3.6983027
178,0,-0.09418622,0.011761054,-1.0,884.3757109518388,51,0,124,193.9568434556972,193.95684344295742,68.0-23.0-33.0-31.0-28.000000000000004,0.7293243,0.0013059378,1.4586934
179,0,-0.13463108,0.011834322,-1.0,909.8617644139766,80,0,124,193.09259813731887,193.09259812719014,90.0-28.000000000000004-39.0-38.0-34.0,1.0266542,-0.001522876,2.059178
180,0,-0.00053914037,0.011761054,-0.03067043,983.544078828376,37,0,124,194.37381549271038,194.37381548023268,42.0-28.000000000000004-30.0-34.0-26.0,0.15377143,-0.001941667,0.314298
181,0,-0.1354659,0.0118785035,-1.0,933.6549130781062,60,0,124,193.48692361099307,193.48692360018367,66.0-34.0-36.0-38.0-23.0,1.5673351,-0.004131618,3.1459417
182,0,-0.0021662714,0.0118785035,-0.039157867,1000.7211649689908,42,0,124,194.01781351125865,194.01781350067262,39.0-34.0-41.0-31.0-23.0,0.14947912,0.020425288,0.2610849
183,0,-0.0006137393,0.01180519,-0.030444078,990.7206299733774,62,0,124,193.3286970819715,193.32869707267804,57.99999999999999-34.0-46.0-31.0-31.0,0.055288248,0.0014343068,0.110587835
184,0,-0.031542994,0.011731996,-1.0,887.8157486641038,59,0,124,193.52651324554165,193.52651323540266,56.99999999999999-31.0-42.0-46.0-20.0,0.18876508,0.017421845,0.34544617
185,0,-0.102971695,0.0118785035,-1.0,867.0722605238866,100,0,124,192.6556204352071,192.6556204269163,100.0-30.0-54.0-49.0-30.0,0.8789076,0.008803894,1.7429109
186,0,-0.02990134,0.011746183,-1.0,793.8990037800871,83,0,124,193.10894355225975,193.10894354214568,86.0-23.0-39.0-63.0-23.0,0.18019663,0.012610919,0.33788255
187,0,-0.005615985,0.0118785035,-1.0,824.8533511813054,71,0,124,193.2799549847627,193.27995497554687,66.0-25.0-54.0-46.0-25.0,0.0765896,0.021545267,0.11280189
188,0,0.0016628304,0.011834322,-0.025474096,851.2878246689605,82,0,124,192.97221186303463,192.97221185456507,76.0-26.0-56.99999999999999-44.0-30.0,0.006724271,-0.0143919885,0.04489995
189,0,-0.10091965,0.011640797,-2.0,790.9345562988907,98,0,113,192.88772174654738,192.88772173810477,100.0-26.0-68.0-38.0-23.0,1.0015199,0.016881168,1.9718939
190,0,-0.037468094,0.011799097,-1.0,833.8877873537427,115,0,124,192.55967441334198,192.55967440641749,100.0-28.000000000000004-73.0-54.0-28.000000000000004,0.2143479,0.007350282,0.41668436
191,0,0.0006412694,0.011684383,-0.028070565,858.6402009418829,75,0,124,193.15023516557628,193.15023515631955,71.0-25.0-47.0-49.0-30.0,0.027614377,-0.0015936017,0.06113802
192,0,0.000807742,0.0118785035,-0.028364684,858.7326679464228,71,0,124,193.2270557695089,193.22705576015744,66.0-28.000000000000004-47.0-49.0-25.0,0.0279453,0.012477044,0.033611797
193,0,-0.020814233,0.011666914,-1.0,773.0434446371236,106,0,124,192.70016686205375,192.70016685418867,92.0-23.0-56.99999999999999-74.0-25.0,0.1305562,0.012011351,0.23969224
194,0,-0.012527335,0.0118785035,-2.0,765.1925810404301,117,0,119,192.6603752560247,192.66037524933978,95.0-23.0-79.0-66.0-25.0,0.020945553,-0.022571607,0.08965119
195,0,-0.012421732,0.0118785035,-2.0,756.9990187353469,89,0,89,193.01875409897033,193.01875409169935,63.0-23.0-78.0-60.0-20.0,-0.031030593,-0.08450392,0.10957489
196,0,-0.01270001,0.011355724,-2.0,772.8518470847949,97,0,111,192.92559675853806,192.9255967518084,62.0-22.0-78.0-70.0-26.0,0.0050916495,-0.038724244,0.09029536
197,0,-0.013160315,0.011754961,-2.0,818.978753761752,107,0,107,192.6117563275477,192.61175632048048,76.0-26.0-56.99999999999999-89.0-25.0,0.035619523,-0.01520883,0.104335494
198,0,-0.013321053,0.011776925,-2.0,823.7594731656318,113,0,122,192.53341705830647,192.5334170517659,81.0-26.0-68.0-78.0-30.0,0.050996233,0.0076785316,0.08940455
199,0,0.002690959,0.0118785035,-0.01862499,810.3112091697792,93,0,124,192.87694433215623,192.8769443237523,81.0-20.0-50.0-68.0-31.0,0.012012781,0.006228504,0.014350771
200,0,0.002583441,0.011799097,-0.020586643,792.5471862338229,85,0,124,192.98159484150202,192.98159483313404,73.0-25.0-56.99999999999999-60.0-23.0,0.022156114,0.01842424,0.01016371
201,0,-0.013407013,0.011697612,-2.0,830.4955885963417,115,0,122,192.59927593876515,192.59927593272735,71.0-23.0-76.0-81.0-34.0,0.07422264,0.025096023,0.10087416
202,0,0.0031819656,0.0118785035,-0.015928052,789.9775916915435,124,0,124,192.55566145905337,192.55566145280355,92.0-23.0-78.0-79.0-28.000000000000004,0.03448004,0.030975241,0.00962505
203,0,-0.012763972,0.0118785035,-2.0,764.3520924241872,93,0,105,192.95048281134976,192.95048280423077,60.0-23.0-70.0-76.0-22.0,0.038799923,-0.013740583,0.10765623
204,0,-0.012190101,0.01143013,-2.0,737.5612043110922,104,0,104,192.82383090208288,192.8238308951669,76.0-22.0-79.0-70.0-22.0,0.029178051,-0.020682516,0.10227198
205,0,0.0034527078,0.0118785035,-0.017403748,765.5108078217423,120,0,124,192.62808940996743,192.62808940346326,92.0-23.0-79.0-74.0-25.0,-0.0023913186,-0.0054137944,0.008596147
206,0,0.003344726,0.0118785035,-0.017683025,767.647078428573,105,0,124,192.68594942117136,192.68594941403953,84.0-26.0-71.0-66.0-22.0,0.015299919,0.013236746,0.006667659
207,0,-0.012402133,0.0118785035,-2.0,750.575164482976,101,0,109,192.786446182529,192.7864461753123,74.0-25.0-68.0-76.0-20.0,0.14452077,0.07506507,0.14144515
208,0,-0.012126455,0.0118785035,-2.0,725.0035886861457,106,0,112,192.82969584970036,192.82969584286403,76.0-22.0-79.0-73.0-22.0,0.084108084,0.020620542,0.1295188
209,0,-0.012362373,0.011799097,-2.0,740.7069704364759,118,0,120,192.72130569592284,192.72130568946778,84.0-20.0-81.0-81.0-25.0,0.06779497,0.01344285,0.11125173
210,0,-0.012401974,0.011523687,-2.0,755.3410158279033,113,0,113,192.69347085278616,192.69347084621722,82.0-23.0-81.0-73.0-23.0,0.076155804,0.02376142,0.107324235
211,0,-0.012822457,0.0118785035,-2.0,790.6265894421314,103,0,103,192.75185405983828,192.7518540531373,65.0-23.0-68.0-86.0-25.0,0.009612439,-0.039682858,0.101167396
212,0,-0.012823856,0.0118785035,-2.0,790.5599020595929,122,0,123,192.57325608482006,192.57325607876626,84.0-26.0-82.0-79.0-25.0,0.070604354,0.021460684,0.100893006
213,0,0.0028419483,0.011834322,-0.02228646,798.5126681591373,107,0,124,192.58757946745985,192.58757946015788,89.0-28.000000000000004-63.0-70.0-23.0,0.017752858,0.014741194,0.008618482
214,0,-0.061223567,0.011719862,-1.0,814.573316845523,106,0,124,192.6105220055256,192.6105219975654,100.0-30.0-56.99999999999999-62.0-23.0,0.4568971,0.022338439,0.8717574
215,0,-0.013562201,0.011500684,-2.0,839.664261094915,79,0,121,193.02063686295202,193.02063685500832,65.0-31.0-65.0-46.0-22.0,0.06620111,0.01752425,0.100048915
216,0,-0.012855512,0.0118785035,-2.0,793.4005255965528,92,0,92,192.89804763432335,192.89804762683573,78.0-26.0-76.0-46.0-23.0,0.03524003,-0.02029305,0.113766134
217,0,-0.013932319,0.011799097,-2.0,847.9245125287576,80,0,110,193.02002412683805,193.02002411927936,60.0-30.0-68.0-47.0-25.0,0.038871206,-0.010850463,0.10223023
218,0,0.0023857984,0.011834322,-0.02101747,791.0152114234162,92,0,124,192.88132934461163,192.88132933704833,71.0-23.0-65.0-63.0-26.0,0.030194545,0.025304321,0.012392546
219,0,0.0027741191,0.0118785035,-0.021885326,807.0554053346901,101,0,124,192.67513068584287,192.6751306787769,78.0-28.000000000000004-68.0-65.0-25.0,0.031028092,0.028150382,0.008285283
220,0,-0.013027945,0.011799097,-2.0,807.8706043853127,116,0,116,192.57694744504883,192.57694743892566,74.0-25.0-78.0-82.0-28.000000000000004,0.07257467,0.022519734,0.10260909
221,0,-0.012735346,0.0118785035,-2.0,779.9371736029818,95,0,103,192.84804100336785,192.8480409959765,78.0-25.0-73.0-54.0-25.0,0.012028537,-0.037296116,0.101155065
222,0,-0.01207885,0.0118785035,-2.0,728.2253840304672,106,0,106,192.87966212686547,192.8796621202735,68.0-20.0-81.0-81.0-22.0,0.032440733,-0.015836598,0.09908896
223,0,-0.012469262,0.011834322,-2.0,760.9876078399584,115,0,115,192.63701344180768,192.6370134353187,81.0-25.0-76.0-82.0-22.0,0.03696533,-0.011920295,0.10033337
224,0,-0.012942884,0.011719586,-2.0,800.7326030202831,80,0,80,193.14616296264887,193.14616295494915,62.0-23.0-74.0-46.0-25.0,0.12819114,0.06344479,0.13215323
225,0,-4.0111005e-05,0.0118785035,-0.03286727,950.3338573187833,84,0,124,192.77938834202487,192.77938833514997,55.00000000000001-36.0-65.0-50.0-30.0,0.008731836,0.0064111487,0.0073919026
226,0,0.0025308847,0.011488858,-0.01875285,826.7756791410992,92,0,124,192.7911031765637,192.79110316870103,82.0-28.000000000000004-63.0-49.0-26.0,0.021796916,0.01967245,0.006824651
227,0,-0.012568001,0.0118785035,-2.0,769.2735426636376,82,0,82,193.1358041051123,193.13580409710596,70.0-23.0-74.0-44.0-22.0,0.11533153,0.04773576,0.1377102
228,0,-0.012384523,0.011799097,-2.0,753.8765189575639,93,0,93,192.95228758585156,192.95228757795468,84.0-23.0-74.0-47.0-22.0,0.091975786,0.028664624,0.12920175
229,0,-0.030227859,0.011790214,-1.0,880.9544865663049,89,0,124,192.74760715023473,192.74760714172496,86.0-36.0-50.0-50.0-22.0,0.15492281,0.021551698,0.26958072
230,0,-0.012430586,0.0118785035,-2.0,757.7420247898352,110,0,110,192.6997649268763,192.69976492000728,87.0-25.0-79.0-65.0-22.0,0.044153553,-0.0071602184,0.10529769
231,0,0.0034020676,0.0118785035,-0.020058554,745.0756433664288,98,0,124,192.84906441212715,192.84906440460327,79.0-23.0-70.0-65.0-22.0,0.01362299,0.009778624,0.010281655
232,0,-0.012714613,0.011834322,-2.0,768.6908321085178,85,0,91,193.0808481518723,193.08084814395485,70.0-20.0-70.0-52.0-26.0,0.1186303,0.055679012,0.12849002
233,0,-0.0127358725,0.011754961,-2.0,776.9600485527147,105,0,123,192.6873062264625,192.6873062190458,90.0-26.0-68.0-62.0-23.0,0.044023283,-0.004397799,0.099374965
234,0,-0.013346262,0.011681761,-2.0,820.6286367147594,89,0,119,192.8980371346793,192.89803712585675,81.0-25.0-46.0-66.0-26.0,0.05410493,0.0035849928,0.10353352
235,0,-0.14222321,0.0118785035,-1.0,834.7561554663279,78,0,124,193.25706406840592,193.25706405722005,90.0-23.0-33.0-52.0-28.000000000000004,1.5597707,0.009530069,3.1029913
236,0,-0.08441425,0.0118785035,-1.0,755.983234123651,110,0,124,192.77246054245475,192.77246053385272,100.0-20.0-49.0-79.0-23.0,0.6351254,-0.0025536914,1.2779013
237,0,-0.09290668,0.0118785035,-1.0,769.1287042274504,90,0,124,192.99454497588695,192.99454496621112,92.0-22.0-44.0-65.0-23.0,0.78843623,0.015780546,1.5478361
238,0,-0.068588644,0.011799097,-1.0,770.4496948631574,111,0,124,192.63419938690114,192.6341993792734,98.0-23.0-60.0-74.0-23.0,0.71655023,-0.004100132,1.4438288
239,0,-0.012688466,0.0118785035,-2.0,750.599525019886,91,0,119,192.95906587583056,192.9590658672498,81.0-20.0-55.00000000000001-68.0-23.0,0.045344137,-0.015789423,0.12483751
240,0,0.0037463508,0.011799097,-0.015101628,742.8940606350826,125,0,124,0,0,0,0.03024652,0.005871563,0.05127864
241,0,-0.013146284,0.0118785035,-2.0,814.4314446017358,95,0,99,192.84768148048835,192.8476814731352,62.0-25.0-55.00000000000001-87.0-25.0,-0.06747345,-0.1129418,0.093462616
242,0,-0.013249105,0.011834322,-2.0,826.0000525674074,117,0,120,192.4712533442386,192.47125333715186,94.0-28.000000000000004-56.99999999999999-86.0-25.0,0.034818653,-0.006552435,0.08524927
243,0,-0.09459966,0.0118785035,-1.0,876.0389363892358,73,0,124,193.230491142643,193.23049113195776,81.0-31.0-34.0-49.0-23.0,0.8592439,0.01953878,1.6819134
244,0,-0.013228949,0.0118785035,-2.0,819.7239620852567,105,0,117,192.72459946597746,192.7245994573371,94.0-26.0-39.0-86.0-25.0,0.036260262,-0.012426602,0.09994208
245,0,-0.110203005,0.011754961,-1.0,874.7273289257955,84,0,124,193.16711862541814,193.16711861499957,84.0-22.0-28.000000000000004-68.0-34.0,1.3101897,0.010963808,2.6010034
246,0,-0.0139799435,0.0117109,-2.0,862.2845869203315,70,0,99,193.50405046395798,193.50405045357024,62.0-22.0-31.0-71.0-28.000000000000004,-0.07785798,-0.1350841,0.117037706
247,0,-0.014874097,0.011834322,-2.0,912.6329922555942,92,0,111,192.91588125107847,192.91588124225495,74.0-26.0-31.0-82.0-34.0,-0.029765802,-0.07277886,0.08864025
248,0,-0.15016331,0.0118785035,-1.0,863.2646712065308,70,0,124,193.4188633494338,193.41886333757816,86.0-28.000000000000004-30.0-46.0-25.0,1.3627241,0.012100409,2.7037477
249,0,-0.038816344,0.011834322,-1.0,928.6302938299053,83,0,124,192.9920783013743,192.99207829167443,81.0-30.0-31.0-60.0-33.0,0.21391024,0.0004864792,0.4294425
250,0,-0.056207772,0.011821071,-1.0,958.3661021804485,62,0,124,193.5366083547201,193.53660834411124,63.0-25.0-33.0-42.0-38.0,0.45950833,0.020355029,0.8810632
251,0,-0.023213591,0.0118785035,-1.0,953.173929982966,96,0,124,192.75906493701555,192.75906492878227,81.0-22.0-39.0-66.0-47.0,0.13729103,0.009959024,0.25765008
252,0,-0.004658352,0.0117037045,-0.035530217,1057.2763888612212,0,0,124,196.23099382587307,196.23099380749224,20.0-22.0-20.0-20.0-20.0,0.034380358,0.009748632,0.052361894
253,0,-0.004556898,0.0118785035,-0.033506192,1049.301926357943,1,0,124,196.17945576257856,196.17945574420048,22.0-20.0-20.0-20.0-22.0,-0.00671903,-0.024124378,0.03784356
254,0,0.00019798832,0.0118785035,-0.021418732,925.1650913843923,79,0,124,193.07058779797796,193.07058778877422,71.0-25.0-38.0-56.99999999999999-38.0,0.019847384,0.0043648053,0.033852775
255,0,0.002567571,0.011790214,-0.019418018,814.9004985007863,90,0,124,192.8550969568075,192.8550969490089,76.0-25.0-63.0-54.0-28.000000000000004,0.03565258,0.020978507,0.032246754
256,0,-0.013421677,0.011741712,-2.0,833.761705971464,93,0,109,192.82436003799057,192.82436003106437,66.0-26.0-73.0-55.00000000000001-30.0,-0.02046746,-0.060783576,0.083510414
257,0,0.001065597,0.01130343,-0.027263902,899.9565396736689,80,0,124,192.91746376434952,192.91746375679725,57.99999999999999-33.0-60.0-52.0-26.0,0.024995347,0.015061615,0.022691628
258,0,-0.013037478,0.0117109,-2.0,800.2319130602781,96,0,100,192.85448287076858,192.8544828641765,60.0-26.0-78.0-66.0-25.0,-0.08732074,-0.12958221,0.08725706
259,0,-0.013393747,0.011265383,-2.0,838.5675435327387,122,0,122,192.5215772831974,192.52157727751327,74.0-26.0-82.0-82.0-31.0,0.030896895,-0.010312338,0.08515639
260,0,-0.014803615,0.011384725,-2.0,926.604459864212,100,0,110,192.68149613030255,192.68149612451396,50.0-28.000000000000004-78.0-66.0-39.0,-0.0011785328,-0.04323392,0.08690512
261,0,-0.014342066,0.011754961,-2.0,859.4155635420522,95,0,122,192.78289852240675,192.7828985161144,54.0-28.000000000000004-76.0-66.0-30.0,0.0618481,0.01937458,0.08775636
262,0,-0.014418954,0.0118785035,-2.0,877.1179068505274,92,0,121,192.7603225922343,192.76032258558234,56.99999999999999-30.0-68.0-65.0-30.0,0.056098666,0.013182462,0.088609345
263,0,-0.013673696,0.011078569,-2.0,862.0600456858666,87,0,87,192.95132933437696,192.95132932794297,47.0-30.0-81.0-57.99999999999999-25.0,0.07389384,0.01445448,0.12162957
264,0,-0.013498808,0.011395805,-2.0,847.3839926277888,112,0,112,192.45750918520358,192.4575091786968,78.0-33.0-65.0-84.0-22.0,0.063795745,0.012365961,0.10572321
265,0,-0.014124468,0.011834322,-2.0,870.4451720278172,67,0,99,193.42118392442205,193.42118391616503,41.0-23.0-54.0-65.0-26.0,0.047815587,-0.0051149167,0.108733
266,0,-0.014716045,0.011631756,-2.0,898.0738597891703,71,0,105,193.21598046532475,193.21598045727416,46.0-30.0-52.0-63.0-25.0,0.09502944,0.04055573,0.1117772
267,0,-0.01313534,0.011090946,-2.0,810.4618617657159,99,0,102,192.8627651063399,192.86276510009083,55.00000000000001-23.0-81.0-71.0-30.0,-0.0020382614,-0.049367905,0.09746693
268,0,-0.013487621,0.011754961,-2.0,846.4452463419586,102,0,102,192.7414628348611,192.7414628287941,52.0-26.0-74.0-84.0-28.000000000000004,-0.0017743667,-0.045406796,0.09005018
269,0,-0.014061611,0.0118785035,-2.0,885.8346513019973,85,0,103,192.92987999262974,192.92987998508096,54.0-30.0-50.0-78.0-26.0,0.13994633,0.07414259,0.13443998
270,0,-0.014013367,0.0118785035,-2.0,890.5641176530161,100,0,100,192.6262796243169,192.62627961772915,57.99999999999999-31.0-57.99999999999999-87.0-26.0,0.021100644,-0.021970088,0.0889206
271,0,-0.013229161,0.011834322,-2.0,800.6478278299386,76,0,89,193.26637765811333,193.2663776505491,49.0-22.0-71.0-56.99999999999999-25.0,0.093259305,0.029249841,0.13083841
272,0,-0.014757301,0.011716994,-2.0,920.8941429993116,69,0,107,193.3006988232225,193.30069881533058,39.0-28.000000000000004-52.0-65.0-28.000000000000004,0.045755528,-0.0035532394,0.10158755
273,0,-0.019472968,0.011706377,-2.0,1016.6693909155761,61,0,116,193.33791109685203,193.33791108842678,42.0-36.0-47.0-44.0-30.0,0.06290754,0.014196201,0.10057696
274,0,-0.0017755755,0.011422297,-0.03341705,967.8785701532913,52,0,124,193.75193483610394,193.75193482693538,36.0-26.0-47.0-44.0-31.0,-0.011293932,-0.013811808,0.008026399
275,0,-0.015361652,0.0108623635,-2.0,923.2476085952726,83,0,111,192.8988785040034,192.8988784970069,47.0-31.0-57.99999999999999-68.0-30.0,0.028948117,-0.018226387,0.09719202
276,0,-0.013837655,0.011508889,-2.0,875.819051352617,109,0,109,192.6306844897689,192.63068448420955,54.0-31.0-84.0-79.0-28.000000000000004,0.05243544,0.002246671,0.10320104
277,0,-0.014160797,0.011666914,-2.0,873.8841455610298,77,0,106,193.13063375428735,193.13063374721207,42.0-28.000000000000004-68.0-60.0-26.0,0.026744932,-0.021396093,0.09910544
278,0,-0.013893064,0.011741712,-2.0,880.4688221316811,86,0,86,192.99868234564062,192.99868233937553,41.0-28.000000000000004-81.0-62.0-28.000000000000004,0.08447317,0.025795171,0.120205946
279,0,-0.014327724,0.011662524,-2.0,861.7715790714263,79,0,99,193.03381412462832,193.0338141171121,57.99999999999999-30.0-68.0-46.0-26.0,0.082610786,0.02663862,0.11491706
280,0,-0.0009132633,0.011450741,-0.03308431,1032.9420825045765,32,0,124,194.5188395470628,194.5188395348651,33.0-30.0-30.0-34.0-26.0,0.0027178037,0.00034092448,0.0076212985
281,0,-0.013020783,0.0118785035,-2.0,787.1774557034121,81,0,106,193.08901131343305,193.08901130551072,62.0-23.0-65.0-57.99999999999999-23.0,0.08266476,0.026649276,0.11485122
282,0,0.0013769338,0.011834322,-0.025080286,917.0724780736974,59,0,124,193.4857686978066,193.48576868850284,52.0-30.0-50.0-38.0-26.0,0.022112945,0.019548304,0.007964464
283,0,-0.013952975,0.0118785035,-2.0,829.9155818101895,80,0,105,193.05126504886158,193.0512650410893,65.0-28.000000000000004-70.0-42.0-25.0,0.095810324,0.0421868,0.11001296
284,0,-0.013364421,0.011799097,-2.0,827.4208648828708,61,0,85,193.5759796098082,193.57597960034522,57.99999999999999-25.0-60.0-33.0-23.0,0.08212487,0.023197463,0.12060627
285,0,-0.013751673,0.0118785035,-2.0,854.7236224664157,90,0,102,192.87363031229674,192.87363030469777,79.0-26.0-70.0-38.0-33.0,0.022054477,-0.025806004,0.09833429
286,0,-0.013995074,0.0118785035,-2.0,874.3385337095034,71,0,77,193.30388536208056,193.30388535401957,57.99999999999999-26.0-70.0-30.0-31.0,0.3479736,0.23022638,0.23818322
287,0,-0.02267805,0.011790214,-1.0,832.5103479228038,84,0,124,192.9709950972493,192.97099508876133,79.0-26.0-57.99999999999999-44.0-28.000000000000004,0.115360394,0.0073876213,0.2187167
288,0,-0.013365688,0.0114709595,-2.0,836.2129126369288,123,0,123,192.47364920021343,192.47364919442015,81.0-31.0-82.0-79.0-25.0,0.047311466,0.0024006406,0.09250974
